filepath,dbhash,db hash date,current hash,status
/etc/hosts,1463508f28edb4d6d5ae349b20e00409,2023-06-02T00:51:21.037601,1463508f28edb4d6d5ae349b20e00409,ok
/etc/group,a32d2ce5c98f6262e11989e2ce141461,2023-06-02T00:51:21.037657,a32d2ce5c98f6262e11989e2ce141461,ok
/etc/passwd,d5e01e1a884cf82c56430e3f3e49e50b,2023-06-02T00:51:21.037697,d5e01e1a884cf82c56430e3f3e49e50b,ok
/etc/ssh/sshd_config,23a8a2b1a8f1538be49eb86313367191,2023-06-02T00:51:21.037733,23a8a2b1a8f1538be49eb86313367191,ok
/etc/environment,f3377ed52072acbbf4cbb59af03c7fdb,2023-06-02T00:51:21.037758,f3377ed52072acbbf4cbb59af03c7fdb,ok
